Timestamp,IP_Address,Request_Method,Endpoint,Status_Code,Country,Region,Service_Type,Traffic_Source,Device_Type,User_ID,Session_ID,Demo_Request,Event_Request,AI_Assistant_Request,Converted_To_Sale,Time_Spent,Engagement_Score,Sales_Team_Member,Hour,Day,Month
2026-01-22 21:05:18,214.175.76.143,GET,/about.html,200,Kenya,East Africa,Cyber Risk Assessment,Search,Tablet,U1031,S10031,0,0,0,0,250,10.0,sales2,21,Thursday,January
2026-03-20 02:29:26,205.13.240.156,GET,/event.php,404,Zimbabwe,Southern Africa,Digital Transformation,Referral,Desktop,U1032,S10032,0,1,0,0,25,6.97,sales1,2,Friday,March
2026-03-08 14:03:35,9.244.233.26,POST,/about.html,200,Zimbabwe,Southern Africa,Digital Transformation,Search,Mobile,U1033,S10033,0,0,1,1,563,4.88,sales3,14,Sunday,March
2026-04-06 15:28:16,143.148.149.244,GET,/contact.html,200,Zimbabwe,Southern Africa,Cyber Risk Assessment,Email Campaign,Mobile,U1034,S10034,0,0,0,0,264,8.65,sales3,15,Monday,April
2026-02-12 10:57:34,74.89.5.120,POST,/services.html,304,South Africa,Southern Africa,Cloud Security,Search,Mobile,U1035,S10035,0,0,0,1,176,4.56,sales3,10,Thursday,February
2026-03-01 13:03:13,10.137.15.73,POST,/event.php,200,Mozambique,Southern Africa,Cyber Risk Assessment,Email Campaign,Tablet,U1036,S10036,1,1,0,1,409,7.42,sales1,13,Sunday,March
2026-04-07 12:54:57,138.116.84.235,GET,/jobs.php,200,Mozambique,Southern Africa,Data Analytics,Email Campaign,Tablet,U1037,S10037,0,0,0,1,519,3.08,sales1,12,Tuesday,April
2026-02-13 21:43:51,162.211.231.118,GET,/services.html,404,Mozambique,Southern Africa,Cyber Risk Assessment,Referral,Desktop,U1038,S10038,0,0,1,0,566,4.34,sales3,21,Friday,February
2026-02-24 04:55:29,39.34.252.94,POST,/index.html,200,Namibia,Southern Africa,Threat Monitoring,Referral,Mobile,U1039,S10039,0,0,0,0,485,7.39,sales1,4,Tuesday,February
2026-04-17 02:30:01,17.213.87.222,GET,/scheduledemo.php,304,Botswana,Southern Africa,Cloud Security,Direct,Tablet,U1040,S10040,1,0,0,1,51,8.48,sales1,2,Friday,April
2026-01-20 07:08:30,159.34.235.174,GET,/prototype.php,200,South Africa,Southern Africa,Cloud Security,Referral,Tablet,U1041,S10041,0,1,1,0,397,7.34,sales2,7,Tuesday,January
2026-01-14 18:01:59,109.243.164.50,GET,/prototype.php,404,Zambia,Southern Africa,Data Analytics,Referral,Mobile,U1042,S10042,0,1,1,0,223,6.77,sales3,18,Wednesday,January
2026-04-09 09:54:43,175.110.242.120,GET,/prototype.php,200,South Africa,Southern Africa,Cyber Risk Assessment,Direct,Mobile,U1043,S10043,0,0,1,0,458,6.4,sales3,9,Thursday,April
2026-04-16 15:06:27,185.193.1.17,POST,/aiassistant.php,200,Kenya,East Africa,Data Analytics,Search,Mobile,U1044,S10044,0,1,1,1,554,4.04,sales1,15,Thursday,April
2026-04-16 23:37:17,140.72.6.52,POST,/solutions.html,200,Kenya,East Africa,Cyber Risk Assessment,Direct,Mobile,U1045,S10045,1,1,1,1,269,5.56,sales2,23,Thursday,April
2026-03-05 10:11:31,183.130.217.28,GET,/scheduledemo.php,200,Zimbabwe,Southern Africa,Cyber Risk Assessment,Social Media,Mobile,U1046,S10046,1,1,0,0,302,6.08,sales2,10,Thursday,March
2026-04-03 13:31:35,220.207.66.147,GET,/aiassistant.php,200,Zimbabwe,Southern Africa,Data Analytics,Referral,Mobile,U1047,S10047,0,0,1,1,115,9.11,sales1,13,Friday,April
2026-03-26 18:23:30,183.206.225.33,GET,/event.php,200,Kenya,East Africa,Data Analytics,Email Campaign,Mobile,U1048,S10048,0,1,0,0,484,7.69,sales2,18,Thursday,March
2026-04-03 06:20:07,184.112.93.239,GET,/solutions.html,200,Namibia,Southern Africa,Cloud Security,Referral,Mobile,U1049,S10049,0,0,0,0,557,3.47,sales3,6,Friday,April
2026-01-23 09:00:45,22.116.245.122,POST,/contact.html,200,Namibia,Southern Africa,AI Cybersecurity,Direct,Tablet,U1050,S10050,1,0,0,1,149,7.65,sales2,9,Friday,January
2026-03-03 14:21:11,75.147.88.74,GET,/contact.html,200,Botswana,Southern Africa,Cyber Risk Assessment,Referral,Desktop,U1051,S10051,1,0,1,0,430,6.23,sales1,14,Tuesday,March
2026-04-14 18:19:05,51.230.232.191,POST,/about.html,200,Zimbabwe,Southern Africa,AI Assistant,Referral,Tablet,U1052,S10052,1,0,0,0,251,5.65,sales3,18,Tuesday,April
2026-03-14 19:03:39,27.103.27.52,GET,/solutions.html,200,South Africa,Southern Africa,Data Analytics,Search,Mobile,U1053,S10053,0,0,0,0,103,8.22,sales3,19,Saturday,March
2026-02-22 14:44:38,108.27.203.189,GET,/contact.html,200,Tanzania,East Africa,AI Cybersecurity,Search,Mobile,U1054,S10054,1,0,1,1,309,9.06,sales3,14,Sunday,February
2026-04-11 20:37:42,89.11.36.145,GET,/event.php,200,Zimbabwe,Southern Africa,AI Cybersecurity,Email Campaign,Desktop,U1055,S10055,0,1,0,0,172,8.86,sales3,20,Saturday,April
2026-04-12 09:38:47,112.105.201.167,POST,/aiassistant.php,200,Zambia,Southern Africa,AI Cybersecurity,Referral,Tablet,U1056,S10056,0,1,1,1,432,5.32,sales2,9,Sunday,April
2026-03-18 01:56:27,166.45.20.5,POST,/prototype.php,304,Kenya,East Africa,Threat Monitoring,Direct,Desktop,U1057,S10057,0,1,0,0,41,6.38,sales1,1,Wednesday,March
2026-03-25 14:58:17,132.215.186.99,GET,/prototype.php,200,Namibia,Southern Africa,Digital Transformation,Referral,Desktop,U1058,S10058,1,0,0,1,376,7.66,sales2,14,Wednesday,March
2026-02-12 13:44:31,113.89.116.99,GET,/event.php,200,Zambia,Southern Africa,Cyber Risk Assessment,Email Campaign,Desktop,U1059,S10059,0,1,0,0,110,8.95,sales2,13,Thursday,February
2026-04-21 16:52:00,20.131.24.23,POST,/event.php,304,Tanzania,East Africa,AI Cybersecurity,Search,Tablet,U1060,S10060,1,1,0,0,530,6.04,sales2,16,Tuesday,April
2026-01-17 09:28:56,211.113.254.157,GET,/about.html,200,Tanzania,East Africa,AI Cybersecurity,Email Campaign,Desktop,U1061,S10061,0,1,0,1,182,6.63,sales3,9,Saturday,January
2026-04-18 03:29:07,95.134.228.11,GET,/aiassistant.php,200,Namibia,Southern Africa,Data Analytics,Social Media,Tablet,U1062,S10062,1,0,1,1,299,4.79,sales3,3,Saturday,April
2026-03-12 04:24:12,196.132.114.33,POST,/about.html,200,Namibia,Southern Africa,Threat Monitoring,Referral,Mobile,U1063,S10063,0,0,1,0,293,4.61,sales3,4,Thursday,March
2026-02-27 17:30:22,92.36.189.150,GET,/jobs.php,200,Kenya,East Africa,Cyber Risk Assessment,Email Campaign,Mobile,U1064,S10064,0,1,0,1,349,8.63,sales2,17,Friday,February
2026-01-06 10:47:30,114.113.202.203,GET,/event.php,304,Mozambique,Southern Africa,Data Analytics,Search,Mobile,U1065,S10065,0,1,0,1,149,9.71,sales1,10,Tuesday,January
2026-04-27 14:00:46,169.35.130.255,GET,/event.php,200,Namibia,Southern Africa,Cyber Risk Assessment,Search,Desktop,U1066,S10066,0,1,1,1,291,6.86,sales2,14,Monday,April
2026-04-20 21:54:34,200.217.92.82,POST,/scheduledemo.php,200,Mozambique,Southern Africa,Data Analytics,Referral,Tablet,U1067,S10067,1,0,1,1,90,9.01,sales1,21,Monday,April
2026-04-06 02:27:06,200.166.254.209,POST,/aiassistant.php,200,South Africa,Southern Africa,Cloud Security,Social Media,Desktop,U1068,S10068,0,0,1,0,352,7.72,sales1,2,Monday,April
2026-01-19 07:33:26,194.20.102.5,POST,/services.html,404,Namibia,Southern Africa,Cloud Security,Direct,Tablet,U1069,S10069,1,1,0,0,266,5.71,sales2,7,Monday,January
2026-02-02 14:16:42,191.232.146.250,POST,/aiassistant.php,404,Botswana,Southern Africa,Threat Monitoring,Email Campaign,Desktop,U1070,S10070,0,1,1,0,472,7.72,sales1,14,Monday,February
2026-02-02 14:54:19,179.153.254.56,POST,/event.php,200,Zimbabwe,Southern Africa,Cyber Risk Assessment,Referral,Desktop,U1071,S10071,0,1,1,0,410,10.0,sales1,14,Monday,February
2026-04-17 21:25:17,129.94.106.196,GET,/prototype.php,404,Botswana,Southern Africa,Cyber Risk Assessment,Direct,Tablet,U1072,S10072,0,0,1,0,528,6.93,sales3,21,Friday,April
2026-01-25 19:16:43,131.237.113.20,POST,/about.html,200,Namibia,Southern Africa,Data Analytics,Direct,Mobile,U1073,S10073,0,1,0,0,54,10.0,sales2,19,Sunday,January
2026-04-06 13:11:12,200.9.6.235,GET,/jobs.php,200,Namibia,Southern Africa,Threat Monitoring,Email Campaign,Tablet,U1074,S10074,0,0,0,0,188,1.76,sales2,13,Monday,April
2026-01-10 04:48:14,115.62.95.77,POST,/jobs.php,404,Mozambique,Southern Africa,Threat Monitoring,Direct,Mobile,U1075,S10075,0,0,0,0,290,8.64,sales1,4,Saturday,January
2026-05-01 11:06:43,67.153.194.20,POST,/aiassistant.php,404,Zimbabwe,Southern Africa,AI Cybersecurity,Email Campaign,Tablet,U1076,S10076,0,1,1,1,246,7.17,sales2,11,Friday,May
2026-02-22 03:08:02,100.154.237.45,POST,/contact.html,304,Botswana,Southern Africa,Digital Transformation,Direct,Desktop,U1077,S10077,0,0,0,0,570,6.4,sales1,3,Sunday,February
2026-04-06 23:09:56,6.111.217.88,POST,/about.html,200,Mozambique,Southern Africa,Cyber Risk Assessment,Referral,Tablet,U1078,S10078,0,1,0,0,306,7.18,sales2,23,Monday,April
2026-01-31 11:06:43,195.113.127.201,GET,/jobs.php,404,Kenya,East Africa,Data Analytics,Social Media,Desktop,U1079,S10079,0,0,0,0,302,3.02,sales2,11,Saturday,January
2026-03-23 19:01:03,139.13.154.8,POST,/solutions.html,200,Kenya,East Africa,Cloud Security,Email Campaign,Desktop,U1080,S10080,0,1,0,0,587,6.56,sales1,19,Monday,March
2026-04-11 19:00:17,111.23.31.114,POST,/services.html,200,Namibia,Southern Africa,AI Assistant,Social Media,Desktop,U1081,S10081,0,0,0,0,46,7.71,sales1,19,Saturday,April
2026-01-23 08:03:08,102.71.94.106,GET,/jobs.php,404,Mozambique,Southern Africa,AI Cybersecurity,Direct,Mobile,U1082,S10082,0,0,1,0,390,9.96,sales2,8,Friday,January
2026-04-11 21:33:19,64.101.93.127,GET,/index.html,200,Tanzania,East Africa,AI Cybersecurity,Referral,Mobile,U1083,S10083,1,1,0,0,130,5.96,sales2,21,Saturday,April
2026-03-19 04:04:08,210.198.230.32,POST,/prototype.php,304,Zambia,Southern Africa,Data Analytics,Email Campaign,Tablet,U1084,S10084,1,1,1,0,352,5.38,sales3,4,Thursday,March
2026-03-19 13:06:50,153.146.153.97,POST,/jobs.php,404,South Africa,Southern Africa,Data Analytics,Search,Mobile,U1085,S10085,1,0,0,1,253,6.0,sales2,13,Thursday,March
2026-01-13 10:27:20,176.79.162.18,GET,/scheduledemo.php,404,Zambia,Southern Africa,Cloud Security,Referral,Desktop,U1086,S10086,1,0,0,1,107,8.83,sales1,10,Tuesday,January
2026-04-05 11:51:08,134.129.74.53,POST,/prototype.php,404,Botswana,Southern Africa,AI Assistant,Email Campaign,Mobile,U1087,S10087,1,0,1,1,145,7.66,sales3,11,Sunday,April
2026-01-07 09:38:19,204.170.90.48,GET,/about.html,200,Kenya,East Africa,AI Assistant,Email Campaign,Desktop,U1088,S10088,0,0,0,0,513,5.94,sales1,9,Wednesday,January
2026-03-15 07:51:27,23.184.85.77,GET,/prototype.php,200,Botswana,Southern Africa,Data Analytics,Social Media,Desktop,U1089,S10089,0,0,0,0,299,8.03,sales1,7,Sunday,March
2026-03-14 21:25:04,61.151.11.21,POST,/index.html,200,Namibia,Southern Africa,AI Cybersecurity,Email Campaign,Desktop,U1090,S10090,1,0,0,1,449,7.19,sales2,21,Saturday,March
2026-04-03 10:49:36,92.58.208.40,POST,/index.html,304,South Africa,Southern Africa,Cloud Security,Search,Tablet,U1091,S10091,0,0,1,1,103,8.94,sales1,10,Friday,April
2026-02-26 13:17:13,167.253.99.182,GET,/scheduledemo.php,200,South Africa,Southern Africa,Digital Transformation,Direct,Mobile,U1092,S10092,1,1,1,0,518,5.6,sales3,13,Thursday,February
2026-02-20 19:03:00,16.34.248.64,GET,/contact.html,200,Zimbabwe,Southern Africa,Cloud Security,Search,Mobile,U1093,S10093,0,0,0,1,355,6.34,sales2,19,Friday,February
2026-02-18 17:45:14,176.236.103.173,POST,/about.html,404,Kenya,East Africa,Digital Transformation,Direct,Mobile,U1094,S10094,0,0,1,1,490,6.22,sales1,17,Wednesday,February
2026-03-23 13:18:07,194.53.73.130,POST,/index.html,304,Mozambique,Southern Africa,Threat Monitoring,Search,Tablet,U1095,S10095,0,0,0,0,390,4.07,sales2,13,Monday,March
2026-02-21 16:05:25,55.45.249.88,GET,/scheduledemo.php,200,Zambia,Southern Africa,Cloud Security,Social Media,Desktop,U1096,S10096,1,1,0,1,542,7.59,sales1,16,Saturday,February
2026-02-14 23:52:41,189.195.146.156,POST,/solutions.html,200,Namibia,Southern Africa,AI Cybersecurity,Search,Mobile,U1097,S10097,0,1,0,0,197,7.52,sales1,23,Saturday,February
2026-04-07 18:48:37,152.105.165.87,POST,/prototype.php,404,Tanzania,East Africa,Data Analytics,Email Campaign,Mobile,U1098,S10098,0,0,0,1,343,7.01,sales3,18,Tuesday,April
2026-02-08 08:37:03,147.28.254.43,GET,/jobs.php,304,Kenya,East Africa,AI Cybersecurity,Social Media,Mobile,U1099,S10099,0,0,0,0,58,6.53,sales2,8,Sunday,February
2026-03-18 16:24:29,155.67.192.210,GET,/aiassistant.php,200,Botswana,Southern Africa,Cyber Risk Assessment,Email Campaign,Tablet,U1100,S10100,1,1,1,0,349,4.17,sales1,16,Wednesday,March
2026-01-14 10:45:05,139.208.157.153,POST,/index.html,200,Namibia,Southern Africa,Cloud Security,Referral,Mobile,U1101,S10101,0,0,0,0,555,6.16,sales3,10,Wednesday,January
2026-04-10 10:43:38,65.45.219.220,POST,/scheduledemo.php,200,Botswana,Southern Africa,AI Cybersecurity,Social Media,Desktop,U1102,S10102,1,0,0,0,415,6.31,sales3,10,Friday,April
2026-03-16 21:09:58,190.155.220.13,GET,/contact.html,404,Kenya,East Africa,Data Analytics,Referral,Desktop,U1103,S10103,0,1,0,0,106,5.4,sales3,21,Monday,March
2026-03-31 23:43:58,37.241.253.144,POST,/event.php,200,South Africa,Southern Africa,AI Assistant,Social Media,Desktop,U1104,S10104,0,1,0,0,336,6.68,sales2,23,Tuesday,March
2026-01-29 04:09:04,121.130.198.134,GET,/about.html,200,Zambia,Southern Africa,AI Assistant,Email Campaign,Tablet,U1105,S10105,0,1,0,1,58,7.81,sales3,4,Thursday,January
2026-01-24 22:49:39,5.34.245.152,POST,/aiassistant.php,404,Namibia,Southern Africa,AI Cybersecurity,Referral,Mobile,U1106,S10106,1,1,1,1,263,10.0,sales3,22,Saturday,January
2026-04-11 14:14:34,161.121.72.30,POST,/contact.html,200,Zimbabwe,Southern Africa,Cyber Risk Assessment,Referral,Desktop,U1107,S10107,1,0,0,1,471,7.35,sales2,14,Saturday,April
2026-04-15 06:51:38,107.33.203.248,POST,/contact.html,200,Namibia,Southern Africa,AI Cybersecurity,Referral,Mobile,U1108,S10108,0,0,0,0,125,7.52,sales3,6,Wednesday,April
2026-04-26 16:09:53,52.0.5.167,GET,/about.html,200,Mozambique,Southern Africa,Cloud Security,Referral,Mobile,U1109,S10109,0,0,1,0,444,6.85,sales1,16,Sunday,April
2026-01-11 11:14:01,112.190.207.0,POST,/about.html,200,Kenya,East Africa,Cyber Risk Assessment,Social Media,Desktop,U1110,S10110,0,0,1,0,59,3.16,sales1,11,Sunday,January
2026-03-20 00:57:05,109.27.216.56,POST,/contact.html,200,Botswana,Southern Africa,Cloud Security,Search,Tablet,U1111,S10111,1,0,0,0,560,6.95,sales3,0,Friday,March
2026-01-07 07:26:40,52.145.48.14,POST,/about.html,200,Tanzania,East Africa,AI Cybersecurity,Referral,Tablet,U1112,S10112,0,1,0,0,36,7.12,sales3,7,Wednesday,January
2026-03-20 11:15:36,108.103.252.132,POST,/services.html,200,Mozambique,Southern Africa,Data Analytics,Direct,Tablet,U1113,S10113,0,0,0,0,89,10.0,sales2,11,Friday,March
2026-02-02 23:01:22,206.135.189.149,POST,/scheduledemo.php,404,South Africa,Southern Africa,Cloud Security,Direct,Tablet,U1114,S10114,1,0,0,0,360,6.62,sales3,23,Monday,February
2026-01-23 21:29:44,115.166.131.142,GET,/services.html,200,Tanzania,East Africa,Cyber Risk Assessment,Search,Desktop,U1115,S10115,0,0,0,0,488,7.6,sales3,21,Friday,January
2026-02-10 09:32:25,180.39.160.158,POST,/contact.html,200,Tanzania,East Africa,AI Cybersecurity,Search,Mobile,U1116,S10116,0,0,0,0,68,6.93,sales2,9,Tuesday,February
2026-04-06 14:57:24,138.48.160.215,POST,/services.html,304,Kenya,East Africa,Digital Transformation,Referral,Mobile,U1117,S10117,0,1,0,0,293,4.66,sales3,14,Monday,April
2026-04-16 05:34:18,67.187.171.190,POST,/about.html,200,Kenya,East Africa,AI Cybersecurity,Social Media,Tablet,U1118,S10118,1,1,1,1,333,9.29,sales2,5,Thursday,April
2026-03-30 14:22:28,16.4.252.97,POST,/scheduledemo.php,200,Botswana,Southern Africa,AI Assistant,Referral,Mobile,U1119,S10119,1,0,1,1,78,8.5,sales3,14,Monday,March
2026-03-07 23:43:10,42.180.255.207,POST,/services.html,200,Botswana,Southern Africa,Cyber Risk Assessment,Email Campaign,Tablet,U1120,S10120,0,0,0,0,55,8.58,sales2,23,Saturday,March
2026-03-14 01:38:09,53.120.132.38,POST,/scheduledemo.php,404,Tanzania,East Africa,Threat Monitoring,Referral,Desktop,U1121,S10121,1,1,0,1,160,5.18,sales3,1,Saturday,March
2026-02-05 07:07:01,182.227.11.115,GET,/aiassistant.php,304,Namibia,Southern Africa,AI Assistant,Referral,Tablet,U1122,S10122,0,1,1,1,288,9.81,sales1,7,Thursday,February
2026-02-06 22:58:31,169.73.159.83,GET,/about.html,304,Zimbabwe,Southern Africa,Cloud Security,Direct,Mobile,U1123,S10123,0,1,0,0,475,4.2,sales1,22,Friday,February
2026-03-11 09:57:19,134.146.194.86,GET,/services.html,200,Namibia,Southern Africa,Cyber Risk Assessment,Social Media,Tablet,U1124,S10124,0,0,0,1,144,8.17,sales1,9,Wednesday,March
2026-03-12 18:23:29,102.175.47.240,GET,/prototype.php,200,Namibia,Southern Africa,AI Cybersecurity,Direct,Mobile,U1125,S10125,1,0,1,1,510,10.0,sales2,18,Thursday,March
2026-02-10 20:04:28,49.103.101.161,GET,/jobs.php,304,Tanzania,East Africa,Threat Monitoring,Search,Tablet,U1126,S10126,0,0,1,0,206,5.02,sales3,20,Tuesday,February
2026-01-20 09:10:10,105.214.210.24,GET,/solutions.html,404,Kenya,East Africa,Threat Monitoring,Email Campaign,Mobile,U1127,S10127,0,1,1,0,276,5.87,sales1,9,Tuesday,January
2026-02-08 19:34:05,25.189.78.169,POST,/prototype.php,404,Namibia,Southern Africa,AI Assistant,Search,Desktop,U1128,S10128,0,0,0,0,365,7.2,sales3,19,Sunday,February
2026-01-27 18:26:39,132.102.131.150,POST,/aiassistant.php,200,Botswana,Southern Africa,Data Analytics,Email Campaign,Mobile,U1129,S10129,1,0,1,1,329,5.99,sales3,18,Tuesday,January
2026-01-10 22:03:10,53.213.35.125,POST,/event.php,200,Tanzania,East Africa,Digital Transformation,Referral,Desktop,U1130,S10130,0,1,1,0,167,3.9,sales2,22,Saturday,January
2026-01-17 11:32:35,27.165.155.114,GET,/scheduledemo.php,200,South Africa,Southern Africa,Cloud Security,Referral,Desktop,U1131,S10131,1,0,0,1,480,7.14,sales2,11,Saturday,January
2026-02-07 12:55:39,113.41.158.167,POST,/solutions.html,200,Mozambique,Southern Africa,Cyber Risk Assessment,Search,Mobile,U1132,S10132,0,0,0,1,340,4.88,sales3,12,Saturday,February
2026-03-05 00:05:25,63.66.37.46,POST,/solutions.html,304,Tanzania,East Africa,Cloud Security,Email Campaign,Mobile,U1133,S10133,0,0,1,1,71,7.95,sales1,0,Thursday,March
2026-01-02 03:27:08,132.81.41.243,POST,/scheduledemo.php,304,Zambia,Southern Africa,Cyber Risk Assessment,Referral,Mobile,U1134,S10134,1,0,1,0,430,5.16,sales1,3,Friday,January
2026-02-06 02:24:32,202.131.209.195,POST,/jobs.php,304,Tanzania,East Africa,Threat Monitoring,Email Campaign,Tablet,U1135,S10135,0,0,0,0,141,10.0,sales3,2,Friday,February
2026-05-01 11:48:09,37.234.65.194,POST,/prototype.php,304,Zimbabwe,Southern Africa,AI Assistant,Referral,Tablet,U1136,S10136,0,0,1,0,66,5.43,sales1,11,Friday,May
2026-02-28 04:38:57,74.109.94.52,POST,/scheduledemo.php,200,Namibia,Southern Africa,AI Assistant,Social Media,Desktop,U1137,S10137,1,1,0,1,326,6.36,sales2,4,Saturday,February
2026-04-15 00:23:21,47.139.19.129,GET,/event.php,404,South Africa,Southern Africa,AI Assistant,Social Media,Tablet,U1138,S10138,1,1,0,1,47,8.63,sales3,0,Wednesday,April
